Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Daniele A.F., Bansal M., Walter M.R.","57194715661;16466939600;15063686700;","Navigational Instruction Generation as Inverse Reinforcement Learning with Neural Machine Translation",2017,"ACM/IEEE International Conference on Human-Robot Interaction","Part F127194",,,"109","118",,6,"10.1145/2909824.3020241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021795561&doi=10.1145%2f2909824.3020241&partnerID=40&md5=3e5ff2ad7553420b7728ab511e9e4f2f","TTI-Chicago, United States; UNC Chapel Hill, United States","Daniele, A.F., TTI-Chicago, United States; Bansal, M., UNC Chapel Hill, United States; Walter, M.R., TTI-Chicago, United States","human-robot interaction; natural language generation; selective generation","Education; Information dissemination; Inverse problems; Man machine systems; Natural language processing systems; Reinforcement learning; Robots; Translation (languages); Human demonstrations; Instruction generations; Inverse reinforcement learning; Machine translations; Natural language generation; Natural languages; Robotics applications; Selective generation; Human robot interaction",Conference Paper,"Final",,Scopus,2-s2.0-85021795561
"Nouri E., Georgila K., Traum D.","54938669800;14017952500;6603622906;","Culture-specific models of negotiation for virtual characters: multi-attribute decision-making based on culture-specific values",2017,"AI and Society","32","1",,"51","63",,3,"10.1007/s00146-014-0570-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011661373&doi=10.1007%2fs00146-014-0570-7&partnerID=40&md5=f509e501fa5bb2d27e24cd20a62ee4a3","Institute for Creative Technologies, University of Southern California, 12015 Waterfront Drive, Playa Vista, CA  90094, United States","Nouri, E., Institute for Creative Technologies, University of Southern California, 12015 Waterfront Drive, Playa Vista, CA  90094, United States; Georgila, K., Institute for Creative Technologies, University of Southern California, 12015 Waterfront Drive, Playa Vista, CA  90094, United States; Traum, D., Institute for Creative Technologies, University of Southern California, 12015 Waterfront Drive, Playa Vista, CA  90094, United States","Cultural decision-making; Inverse reinforcement learning; Negotiation; Ultimatum Game; Virtual agents","Behavioral research; Reinforcement learning; Virtual reality; Inverse reinforcement learning; Multi attribute decision making; Negotiation; Specific values; Ultimatum game; Virtual agent; Virtual character; Virtual humans; Decision making",Article,"Final",,Scopus,2-s2.0-85011661373
"Previtali F., Bordallo A., Iocchi L., Ramamoorthy S.","56210921700;57118029200;6602922345;15042865300;","Predicting future agent motions for dynamic environments",2017,"Proceedings - 2016 15th IEEE International Conference on Machine Learning and Applications, ICMLA 2016",,, 7838128,"94","99",,,"10.1109/ICMLA.2016.137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015386109&doi=10.1109%2fICMLA.2016.137&partnerID=40&md5=f326d38c25b2ecfc55e5653a135b63da","Sapienza University of Rome, Italy; University of Edinburgh, United Kingdom","Previtali, F., Sapienza University of Rome, Italy; Bordallo, A., University of Edinburgh, United Kingdom; Iocchi, L., Sapienza University of Rome, Italy; Ramamoorthy, S., University of Edinburgh, United Kingdom",,"Artificial intelligence; Behavioral research; Forecasting; Learning algorithms; Learning systems; Markov processes; Reinforcement learning; Semantics; Computational ability; Emerging applications; Empirical experiments; Inverse reinforcement learning; Markov Decision Processes; Multi resolution representation; Multi-camera tracking; State-of-the-art methods; Inverse problems",Conference Paper,"Final",,Scopus,2-s2.0-85015386109
"Saitake R., Arai S.","57193403941;14057611500;","Parameter estimation of multi-objeetive reinforeement learning to reaeh arbitrary pareto solution",2017,"Proceedings - 2016 International Conference on Agents, ICA 2016",,, 7812982,"110","111",,1,"10.1109/ICA.2016.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013679345&doi=10.1109%2fICA.2016.17&partnerID=40&md5=ea654622395bc27b538594f14000dd3e","Graduate School of Engineering, Chiba University, Chiba, Japan","Saitake, R., Graduate School of Engineering, Chiba University, Chiba, Japan; Arai, S., Graduate School of Engineering, Chiba University, Chiba, Japan","Inverse problem; Multi-Objective Reinforcement Learning; Parameter estimation","Inverse problems; Optimal systems; Pareto principle; Reinforcement learning; Apprenticeship learning; Bench-mark problems; Computational costs; Inverse reinforcement learning; Multi objective; Optimal sequence; Pareto optimal solutions; Pareto solution; Parameter estimation",Conference Paper,"Final",,Scopus,2-s2.0-85013679345
"Zouzou A., Bouhoute A., Boubouh K., El Kamili M., Berrada I.","57200511399;56321351000;57200511274;14041412100;8963275500;","Predicting lane change maneuvers using Inverse Reinforcement Learning",2017,"Proceedings - 2017 International Conference on Wireless Networks and Mobile Communications, WINCOM 2017",,, 8238204,"","",,,"10.1109/WINCOM.2017.8238204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041448992&doi=10.1109%2fWINCOM.2017.8238204&partnerID=40&md5=61f20a10697b55a2872eb32b214bddd7","LIMS Laboratory, Faculty of Sciences Dhar Mahraz, Université Sidi Mohammed Ben Abdellah - Fez, Morocco","Zouzou, A., LIMS Laboratory, Faculty of Sciences Dhar Mahraz, Université Sidi Mohammed Ben Abdellah - Fez, Morocco; Bouhoute, A., LIMS Laboratory, Faculty of Sciences Dhar Mahraz, Université Sidi Mohammed Ben Abdellah - Fez, Morocco; Boubouh, K., LIMS Laboratory, Faculty of Sciences Dhar Mahraz, Université Sidi Mohammed Ben Abdellah - Fez, Morocco; El Kamili, M., LIMS Laboratory, Faculty of Sciences Dhar Mahraz, Université Sidi Mohammed Ben Abdellah - Fez, Morocco; Berrada, I., LIMS Laboratory, Faculty of Sciences Dhar Mahraz, Université Sidi Mohammed Ben Abdellah - Fez, Morocco","Inverse reinforcement learning; Machine learning; Markov decision process; Maximum causal entropy","Behavioral research; Data visualization; Entropy; Inverse problems; Learning algorithms; Learning systems; Markov processes; Mobile telecommunication systems; Wireless networks; Human behaviors; Inverse reinforcement learning; Lane change; Lane change maneuvers; Markov Decision Processes; Open-source solutions; Plug-ins; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85041448992
"Shahryari S., Doshi P.","57189354278;23008336000;","Inverse reinforcement learning under noisy observations",2017,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","3",,,"1733","1735",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046423089&partnerID=40&md5=ffa79201abab0b43941dd7e29469ccc8","Institute for Artificial Intelligence, University of Georgia, Athens, GA  30602, United States; THINC Lab, Dept. Of Computer Science, University of Georgia, Athens, GA  30602, United States","Shahryari, S., Institute for Artificial Intelligence, University of Georgia, Athens, GA  30602, United States; Doshi, P., THINC Lab, Dept. Of Computer Science, University of Georgia, Athens, GA  30602, United States",,"Autonomous agents; Inverse problems; Maximum principle; Multi agent systems; Trajectories; Expectation - maximizations; Inverse reinforcement learning; Noisy observations; Observation model; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85046423089
"Šošic A., KhudaBukhsh W.R., Zoubir A.M., Koeppl H.","55416190200;57190680542;35584414100;6603491586;","Inverse reinforcement learning in swarm systems",2017,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","3",,,"1413","1420",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040758666&partnerID=40&md5=5c6d8eb1951628959f8c41370a525801","Department of Electrical Engineering and Information Technology, Technische Universität, Darmstadt, Germany","Šošic, A., Department of Electrical Engineering and Information Technology, Technische Universität, Darmstadt, Germany; KhudaBukhsh, W.R., Department of Electrical Engineering and Information Technology, Technische Universität, Darmstadt, Germany; Zoubir, A.M., Department of Electrical Engineering and Information Technology, Technische Universität, Darmstadt, Germany; Koeppl, H., Department of Electrical Engineering and Information Technology, Technische Universität, Darmstadt, Germany","Inverse reinforcement learning; Multi-agent systems; Swarms","Autonomous agents; Inverse problems; Markov processes; Reinforcement learning; Swarm intelligence; Behavioral model; Control problems; Inverse reinforcement learning; Large-scale problem; Learning schemes; Partially observable Markov decision process; Swarming behavior; Swarms; Multi agent systems",Conference Paper,"Final",,Scopus,2-s2.0-85040758666
"Amin K., Jiang N., Singh S.","51461010600;56421285700;55548164600;","Repeated inverse reinforcement learning",2017,"Advances in Neural Information Processing Systems","2017-December",,,"1816","1825",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046996869&partnerID=40&md5=7b1b60c8ae6a41e7d0d84be20f126e6f","Google Research, New York, NY  10011, United States; Computer Science and Engineering, University of Michigan, Ann Arbor, MI  48104, United States","Amin, K., Google Research, New York, NY  10011, United States; Jiang, N., Computer Science and Engineering, University of Michigan, Ann Arbor, MI  48104, United States; Singh, S., Computer Science and Engineering, University of Michigan, Ann Arbor, MI  48104, United States",,"Behavioral research; Reinforcement learning; Inverse reinforcement learning; Inverse problems",Conference Paper,"Final",,Scopus,2-s2.0-85046996869
"Prasad V., Jangir R., Balaraman R., Krishna K.M.","57201912364;57201903033;57201895562;7102445320;","Data driven strategies for active monocular SLAM using inverse reinforcement learning",2017,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","3",,,"1697","1699",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046472099&partnerID=40&md5=f5a535ebd0a8f43ffb1c0b7f05fd4a44","Robotics Research Centre, International Institute of Information Technology, Hyderabad, India; Department of Physics, Indian Institute of Technology Guwahati, Guwahati, India; Department of Computer Science, Indian Institute of Technology Madras, Madras, India","Prasad, V., Robotics Research Centre, International Institute of Information Technology, Hyderabad, India; Jangir, R., Department of Physics, Indian Institute of Technology Guwahati, Guwahati, India; Balaraman, R., Department of Computer Science, Indian Institute of Technology Madras, Madras, India; Krishna, K.M., Robotics Research Centre, International Institute of Information Technology, Hyderabad, India","Active monocular SLAM; Inverse reinforcement learning","Autonomous agents; Inverse problems; Markov processes; Multi agent systems; Vision; Complex task; Computational model; Data driven; Inverse reinforcement learning; Markov Decision Processes; Monocular SLAM; Reward function; State-of-the-art methods; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85046472099
"Metelli A.M., Pirotta M., Restelli M.","57195947711;49362257000;6603404086;","Compatible reward inverse reinforcement learning",2017,"Advances in Neural Information Processing Systems","2017-December",,,"2051","2060",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047016144&partnerID=40&md5=8ab01ef18feb66d08f8c8a4f1491129a","DEIB, Politecnico di Milano, Italy; SequeL Team, Inria, Lille, France","Metelli, A.M., DEIB, Politecnico di Milano, Italy; Pirotta, M., SequeL Team, Inria, Lille, France; Restelli, M., DEIB, Politecnico di Milano, Italy",,"Inverse problems; Taxicabs; Basis functions; Effective approaches; Function spaces; Inverse reinforcement learning; Linear quadratic Gaussian; Optimal policies; Policy gradient; Reward function; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85047016144
"Mobley D.","57196122373;","Multi-agent systems of inverse reinforcement learners in complex games",2017,"IJCAI International Joint Conference on Artificial Intelligence",,,,"5191","5192",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031923562&partnerID=40&md5=e5a55f7f4d68ef69e6aa9c66310ba5f4","University of Kentucky, United States","Mobley, D., University of Kentucky, United States",,"Artificial intelligence; Intelligent agents; Inverse problems; Reinforcement learning; Core problems; Inverse reinforcement learning; Task modeling; Task-based; Multi agent systems",Conference Paper,"Final",,Scopus,2-s2.0-85031923562
"Pulido J.V., Fields M., Barnes L.","57202675123;22957625600;7103077338;","On-the-fly learning and monitoring of partially observed navigation plan",2017,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","3",,,"1700","1702",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046480828&partnerID=40&md5=d4ac25ddd1220265f0f10d02757c5d38","University of Virginia, 151 Engineer's Way, Charlottesville, VA, United States; U.S. Army Research Laboratory, 4727 Deer Creek Loop, Aberdeen Proving Grounds, MD, United States","Pulido, J.V., University of Virginia, 151 Engineer's Way, Charlottesville, VA, United States; Fields, M., U.S. Army Research Laboratory, 4727 Deer Creek Loop, Aberdeen Proving Grounds, MD, United States; Barnes, L., University of Virginia, 151 Engineer's Way, Charlottesville, VA, United States","Intent recognition; Inverse reinforcement learning","Autonomous agents; Inverse problems; Multi agent systems; Navigation; Robots; Intent recognition; Inverse reinforcement learning; Maximum margin; Navigation model; On the flies; Predictive abilities; Real time; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85046480828
